timestamp,wp_index,goal_x,goal_y,current_x,current_y,current_yaw_rad,distance_error,heading_error_rad,cmd_linear_x,cmd_angular_z
12140.3080,1,0.2020,-2.4710,0.2895,-1.3651,-1.6866,1.1094,0.0369,0.4000,0.0000
12140.3082,1,0.2020,-2.4710,0.2895,-1.3651,-1.6866,1.1094,0.0369,0.4000,0.0000
12140.3083,1,0.2020,-2.4710,0.2895,-1.3651,-1.6866,1.1094,0.0369,0.4000,0.0000
12140.3209,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0370,0.4000,0.0000
12140.3376,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0370,0.4000,0.0000
12140.3543,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.3709,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.3878,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.4044,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.4210,1,0.2020,-2.4710,0.2895,-1.3651,-1.6866,1.1093,0.0369,0.4000,0.0000
12140.4378,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.4543,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0370,0.4000,0.0000
12140.4709,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.4876,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.5044,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0370,0.4000,0.0000
12140.5211,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.5376,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.5542,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0369,0.4000,0.0000
12140.5709,1,0.2020,-2.4710,0.2895,-1.3651,-1.6867,1.1093,0.0370,0.4000,0.0000
12140.5876,1,0.2020,-2.4710,0.2895,-1.3653,-1.6868,1.1092,0.0371,0.4000,0.0000
12140.6043,1,0.2020,-2.4710,0.2894,-1.3661,-1.6872,1.1084,0.0374,0.4000,0.0000
12140.6210,1,0.2020,-2.4710,0.2893,-1.3682,-1.6879,1.1062,0.0381,0.4000,0.0000
12140.6378,1,0.2020,-2.4710,0.2891,-1.3723,-1.6892,1.1022,0.0393,0.4000,0.0000
12140.6544,1,0.2020,-2.4710,0.2886,-1.3775,-1.6899,1.0969,0.0401,0.4000,0.0000
12140.6711,1,0.2020,-2.4710,0.2880,-1.3838,-1.6898,1.0906,0.0401,0.4000,0.0000
12140.6877,1,0.2020,-2.4710,0.2872,-1.3904,-1.6894,1.0840,0.0399,0.4000,0.0000
12140.7044,1,0.2020,-2.4710,0.2867,-1.3976,-1.6888,1.0767,0.0393,0.4000,0.0000
12140.7211,1,0.2020,-2.4710,0.2859,-1.4051,-1.6888,1.0692,0.0394,0.4000,0.0000
12140.7377,1,0.2020,-2.4710,0.2853,-1.4128,-1.6895,1.0615,0.0401,0.4000,0.0000
12140.7543,1,0.2020,-2.4710,0.2850,-1.4205,-1.6900,1.0538,0.0404,0.4000,0.0000
12140.7710,1,0.2020,-2.4710,0.2845,-1.4276,-1.6901,1.0466,0.0404,0.4000,0.0000
12140.7877,1,0.2020,-2.4710,0.2841,-1.4350,-1.6901,1.0392,0.0403,0.4000,0.0000
12140.8044,1,0.2020,-2.4710,0.2836,-1.4422,-1.6896,1.0320,0.0397,0.4000,0.0000
12140.8212,1,0.2020,-2.4710,0.2829,-1.4491,-1.6889,1.0251,0.0391,0.4000,0.0000
12140.8377,1,0.2020,-2.4710,0.2823,-1.4559,-1.6883,1.0183,0.0386,0.4000,0.0000
12140.8543,1,0.2020,-2.4710,0.2818,-1.4625,-1.6878,1.0116,0.0380,0.4000,0.0000
12140.8710,1,0.2020,-2.4710,0.2814,-1.4690,-1.6882,1.0052,0.0383,0.4000,0.0000
12140.8878,1,0.2020,-2.4710,0.2812,-1.4754,-1.6887,0.9987,0.0385,0.4000,0.0000
12140.9045,1,0.2020,-2.4710,0.2809,-1.4816,-1.6894,0.9926,0.0390,0.4000,0.0000
12140.9211,1,0.2020,-2.4710,0.2806,-1.4876,-1.6898,0.9865,0.0393,0.4000,0.0000
12140.9378,1,0.2020,-2.4710,0.2800,-1.4936,-1.6899,0.9805,0.0395,0.4000,0.0000
12140.9544,1,0.2020,-2.4710,0.2797,-1.4996,-1.6898,0.9745,0.0392,0.4000,0.0000
12140.9710,1,0.2020,-2.4710,0.2792,-1.5055,-1.6896,0.9685,0.0389,0.4000,0.0000
12140.9877,1,0.2020,-2.4710,0.2789,-1.5115,-1.6888,0.9626,0.0380,0.4000,0.0000
12141.0044,1,0.2020,-2.4710,0.2782,-1.5174,-1.6883,0.9566,0.0378,0.4000,0.0000
12141.0211,1,0.2020,-2.4710,0.2777,-1.5234,-1.6876,0.9506,0.0371,0.4000,0.0000
12141.0377,1,0.2020,-2.4710,0.2771,-1.5297,-1.6877,0.9443,0.0373,0.4000,0.0000
12141.0543,1,0.2020,-2.4710,0.2768,-1.5362,-1.6878,0.9378,0.0372,0.4000,0.0000
12141.0710,1,0.2020,-2.4710,0.2764,-1.5431,-1.6883,0.9309,0.0374,0.4000,0.0000
12141.0877,1,0.2020,-2.4710,0.2761,-1.5501,-1.6885,0.9239,0.0374,0.4000,0.0000
12141.1044,1,0.2020,-2.4710,0.2759,-1.5534,-1.6885,0.9205,0.0373,0.4000,0.0000
12141.1211,1,0.2020,-2.4710,0.2752,-1.5637,-1.6886,0.9103,0.0373,0.4000,0.0000
12141.1378,1,0.2020,-2.4710,0.2745,-1.5703,-1.6886,0.9036,0.0375,0.4000,0.0000
12141.1544,1,0.2020,-2.4710,0.2740,-1.5770,-1.6882,0.8969,0.0370,0.4000,0.0000
12141.1710,1,0.2020,-2.4710,0.2735,-1.5837,-1.6886,0.8901,0.0374,0.4000,0.0000
12141.1876,1,0.2020,-2.4710,0.2730,-1.5902,-1.6883,0.8836,0.0371,0.4000,0.0000
12141.2044,1,0.2020,-2.4710,0.2724,-1.5965,-1.6877,0.8773,0.0365,0.4000,0.0000
12141.2213,1,0.2020,-2.4710,0.2720,-1.6027,-1.6873,0.8711,0.0360,0.4000,0.0000
12141.2377,1,0.2020,-2.4710,0.2716,-1.6091,-1.6870,0.8647,0.0356,0.4000,0.0000
12141.2544,1,0.2020,-2.4710,0.2713,-1.6154,-1.6872,0.8584,0.0355,0.4000,0.0000
12141.2710,1,0.2020,-2.4710,0.2710,-1.6215,-1.6877,0.8523,0.0359,0.4000,0.0000
12141.2877,1,0.2020,-2.4710,0.2706,-1.6276,-1.6881,0.8461,0.0362,0.4000,0.0000
12141.3044,1,0.2020,-2.4710,0.2701,-1.6339,-1.6886,0.8399,0.0366,0.4000,0.0000
12141.3216,1,0.2020,-2.4710,0.2695,-1.6401,-1.6881,0.8336,0.0362,0.4000,0.0000
12141.3380,1,0.2020,-2.4710,0.2691,-1.6466,-1.6881,0.8271,0.0361,0.4000,0.0000
12141.3544,1,0.2020,-2.4710,0.2686,-1.6533,-1.6880,0.8204,0.0359,0.4000,0.0000
12141.3711,1,0.2020,-2.4710,0.2682,-1.6601,-1.6881,0.8136,0.0358,0.4000,0.0000
12141.3877,1,0.2020,-2.4710,0.2678,-1.6668,-1.6876,0.8069,0.0352,0.4000,0.0000
12141.4044,1,0.2020,-2.4710,0.2673,-1.6733,-1.6874,0.8003,0.0348,0.4000,0.0000
12141.4211,1,0.2020,-2.4710,0.2670,-1.6801,-1.6871,0.7935,0.0343,0.3968,0.0000
12141.4378,1,0.2020,-2.4710,0.2665,-1.6868,-1.6873,0.7869,0.0344,0.3934,0.0000
12141.4543,1,0.2020,-2.4710,0.2664,-1.6901,-1.6871,0.7836,0.0339,0.3918,0.0000
12141.4710,1,0.2020,-2.4710,0.2656,-1.6998,-1.6875,0.7739,0.0344,0.3869,0.0000
12141.4877,1,0.2020,-2.4710,0.2652,-1.7061,-1.6875,0.7675,0.0344,0.3837,0.0000
12141.5044,1,0.2020,-2.4710,0.2647,-1.7124,-1.6878,0.7612,0.0346,0.3806,0.0000
12141.5211,1,0.2020,-2.4710,0.2642,-1.7187,-1.6879,0.7549,0.0347,0.3774,0.0000
12141.5377,1,0.2020,-2.4710,0.2638,-1.7249,-1.6876,0.7486,0.0342,0.3743,0.0000
12141.5543,1,0.2020,-2.4710,0.2633,-1.7311,-1.6879,0.7424,0.0344,0.3712,0.0000
12141.5710,1,0.2020,-2.4710,0.2629,-1.7375,-1.6879,0.7360,0.0343,0.3680,0.0000
12141.5877,1,0.2020,-2.4710,0.2622,-1.7438,-1.6881,0.7297,0.0347,0.3649,0.0000
12141.6043,1,0.2020,-2.4710,0.2618,-1.7500,-1.6878,0.7235,0.0342,0.3617,0.0000
12141.6210,1,0.2020,-2.4710,0.2614,-1.7562,-1.6875,0.7173,0.0337,0.3586,0.0000
12141.6377,1,0.2020,-2.4710,0.2612,-1.7623,-1.6873,0.7112,0.0332,0.3556,0.0000
12141.6548,1,0.2020,-2.4710,0.2609,-1.7683,-1.6879,0.7051,0.0335,0.3526,0.0000
12141.6710,1,0.2020,-2.4710,0.2605,-1.7743,-1.6882,0.6991,0.0337,0.3495,0.0000
12141.6877,1,0.2020,-2.4710,0.2600,-1.7803,-1.6883,0.6931,0.0338,0.3466,0.0000
12141.7044,1,0.2020,-2.4710,0.2595,-1.7862,-1.6882,0.6872,0.0337,0.3436,0.0000
12141.7211,1,0.2020,-2.4710,0.2591,-1.7919,-1.6877,0.6815,0.0331,0.3407,0.0000
12141.7378,1,0.2020,-2.4710,0.2585,-1.7976,-1.6873,0.6758,0.0328,0.3379,0.0000
12141.7545,1,0.2020,-2.4710,0.2579,-1.8032,-1.6869,0.6701,0.0326,0.3351,0.0000
12141.7711,1,0.2020,-2.4710,0.2572,-1.8088,-1.6868,0.6645,0.0329,0.3322,0.0000
12141.7877,1,0.2020,-2.4710,0.2565,-1.8145,-1.6872,0.6587,0.0337,0.3294,0.0000
12141.8044,1,0.2020,-2.4710,0.2561,-1.8200,-1.6875,0.6532,0.0338,0.3266,0.0000
12141.8211,1,0.2020,-2.4710,0.2560,-1.8256,-1.6879,0.6477,0.0337,0.3238,0.0000
12141.8377,1,0.2020,-2.4710,0.2558,-1.8311,-1.6882,0.6421,0.0335,0.3211,0.0000
12141.8543,1,0.2020,-2.4710,0.2558,-1.8363,-1.6881,0.6369,0.0328,0.3185,0.0000
12141.8710,1,0.2020,-2.4710,0.2555,-1.8416,-1.6885,0.6317,0.0329,0.3159,0.0000
12141.8877,1,0.2020,-2.4710,0.2550,-1.8467,-1.6880,0.6265,0.0325,0.3133,0.0000
12141.9044,1,0.2020,-2.4710,0.2545,-1.8520,-1.6878,0.6213,0.0324,0.3106,0.0000
12141.9212,1,0.2020,-2.4710,0.2541,-1.8569,-1.6879,0.6163,0.0324,0.3081,0.0000
12141.9378,1,0.2020,-2.4710,0.2539,-1.8620,-1.6875,0.6112,0.0317,0.3056,0.0000
12141.9544,1,0.2020,-2.4710,0.2535,-1.8672,-1.6879,0.6060,0.0320,0.3030,0.0000
12141.9710,1,0.2020,-2.4710,0.2535,-1.8721,-1.6878,0.6011,0.0312,0.3005,0.0000
12141.9877,1,0.2020,-2.4710,0.2529,-1.8773,-1.6877,0.5959,0.0314,0.2979,0.0000
12142.0044,1,0.2020,-2.4710,0.2524,-1.8824,-1.6880,0.5907,0.0318,0.2954,0.0000
12142.0211,1,0.2020,-2.4710,0.2519,-1.8873,-1.6875,0.5858,0.0314,0.2929,0.0000
12142.0377,1,0.2020,-2.4710,0.2514,-1.8923,-1.6876,0.5808,0.0317,0.2904,0.0000
12142.0543,1,0.2020,-2.4710,0.2510,-1.8975,-1.6877,0.5756,0.0316,0.2878,0.0000
12142.0710,1,0.2020,-2.4710,0.2509,-1.9024,-1.6878,0.5707,0.0312,0.2853,0.0000
12142.0877,1,0.2020,-2.4710,0.2506,-1.9074,-1.6882,0.5656,0.0313,0.2828,0.0000
12142.1044,1,0.2020,-2.4710,0.2502,-1.9123,-1.6886,0.5608,0.0318,0.2804,0.0000
12142.1210,1,0.2020,-2.4710,0.2499,-1.9172,-1.6886,0.5559,0.0316,0.2779,0.0000
12142.1377,1,0.2020,-2.4710,0.2494,-1.9219,-1.6887,0.5511,0.0318,0.2756,0.0000
12142.1544,1,0.2020,-2.4710,0.2491,-1.9267,-1.6883,0.5464,0.0311,0.2732,0.0000
12142.1710,1,0.2020,-2.4710,0.2487,-1.9311,-1.6877,0.5419,0.0305,0.2709,0.0000
12142.1877,1,0.2020,-2.4710,0.2487,-1.9360,-1.6875,0.5370,0.0297,0.2685,0.0000
12142.2044,1,0.2020,-2.4710,0.2484,-1.9405,-1.6876,0.5325,0.0296,0.2663,0.0000
12142.2211,1,0.2020,-2.4710,0.2480,-1.9448,-1.6872,0.5282,0.0292,0.2641,0.0000
12142.2377,1,0.2020,-2.4710,0.2471,-1.9491,-1.6867,0.5239,0.0297,0.2619,0.0000
12142.2545,1,0.2020,-2.4710,0.2468,-1.9532,-1.6869,0.5197,0.0297,0.2599,0.0000
12142.2711,1,0.2020,-2.4710,0.2463,-1.9576,-1.6877,0.5153,0.0307,0.2576,0.0000
12142.2877,1,0.2020,-2.4710,0.2460,-1.9617,-1.6875,0.5112,0.0305,0.2556,0.0000
12142.3043,1,0.2020,-2.4710,0.2459,-1.9661,-1.6881,0.5068,0.0306,0.2534,0.0000
12142.3211,1,0.2020,-2.4710,0.2458,-1.9703,-1.6883,0.5026,0.0303,0.2513,0.0000
12142.3377,1,0.2020,-2.4710,0.2456,-1.9746,-1.6884,0.4983,0.0300,0.2492,0.0000
12142.3544,1,0.2020,-2.4710,0.2452,-1.9788,-1.6880,0.4941,0.0297,0.2470,0.0000
12142.3710,1,0.2020,-2.4710,0.2449,-1.9830,-1.6885,0.4899,0.0300,0.2449,0.0000
12142.3877,1,0.2020,-2.4710,0.2445,-1.9874,-1.6885,0.4855,0.0301,0.2427,0.0000
12142.4044,1,0.2020,-2.4710,0.2441,-1.9914,-1.6881,0.4815,0.0298,0.2407,0.0000
12142.4211,1,0.2020,-2.4710,0.2438,-1.9953,-1.6878,0.4775,0.0293,0.2387,0.0000
12142.4377,1,0.2020,-2.4710,0.2439,-1.9993,-1.6879,0.4736,0.0286,0.2368,0.0000
12142.4544,1,0.2020,-2.4710,0.2437,-2.0033,-1.6881,0.4696,0.0283,0.2348,0.0000
12142.4710,1,0.2020,-2.4710,0.2439,-2.0075,-1.6893,0.4654,0.0283,0.2327,0.0000
12142.4877,1,0.2020,-2.4710,0.2435,-2.0114,-1.6890,0.4614,0.0282,0.2307,0.0000
12142.5044,1,0.2020,-2.4710,0.2428,-2.0150,-1.6885,0.4578,0.0285,0.2289,0.0000
12142.5212,1,0.2020,-2.4710,0.2421,-2.0188,-1.6883,0.4539,0.0290,0.2270,0.0000
12142.5378,1,0.2020,-2.4710,0.2417,-2.0227,-1.6883,0.4501,0.0292,0.2250,0.0000
12142.5544,1,0.2020,-2.4710,0.2413,-2.0265,-1.6880,0.4462,0.0291,0.2231,0.0000
12142.5710,1,0.2020,-2.4710,0.2412,-2.0303,-1.6883,0.4424,0.0288,0.2212,0.0000
12142.5877,1,0.2020,-2.4710,0.2411,-2.0342,-1.6886,0.4386,0.0286,0.2193,0.0000
12142.6044,1,0.2020,-2.4710,0.2410,-2.0381,-1.6887,0.4346,0.0281,0.2173,0.0000
12142.6211,1,0.2020,-2.4710,0.2410,-2.0421,-1.6895,0.4307,0.0279,0.2153,0.0000
12142.6377,1,0.2020,-2.4710,0.2407,-2.0456,-1.6888,0.4272,0.0274,0.2136,0.0000
12142.6544,1,0.2020,-2.4710,0.2404,-2.0492,-1.6895,0.4235,0.0280,0.2118,0.0000
12142.6710,1,0.2020,-2.4710,0.2400,-2.0526,-1.6895,0.4202,0.0282,0.2101,0.0000
12142.6877,1,0.2020,-2.4710,0.2396,-2.0560,-1.6893,0.4167,0.0282,0.2083,0.0000
12142.7043,1,0.2020,-2.4710,0.2394,-2.0594,-1.6893,0.4133,0.0279,0.2066,0.0000
12142.7211,1,0.2020,-2.4710,0.2391,-2.0626,-1.6895,0.4100,0.0280,0.2050,0.0000
12142.7377,1,0.2020,-2.4710,0.2394,-2.0658,-1.6894,0.4069,0.0267,0.2034,0.0000
12142.7544,1,0.2020,-2.4710,0.2393,-2.0690,-1.6897,0.4037,0.0264,0.2019,0.0000
12142.7711,1,0.2020,-2.4710,0.2391,-2.0721,-1.6897,0.4006,0.0261,0.2003,0.0000
12142.7877,1,0.2020,-2.4710,0.2389,-2.0750,-1.6897,0.3977,0.0258,0.1989,0.0000
12142.8044,1,0.2020,-2.4710,0.2385,-2.0781,-1.6897,0.3946,0.0261,0.1973,0.0000
12142.8211,1,0.2020,-2.4710,0.2383,-2.0811,-1.6896,0.3915,0.0260,0.1958,0.0000
12142.8377,1,0.2020,-2.4710,0.2379,-2.0843,-1.6893,0.3883,0.0260,0.1942,0.0000
12142.8544,1,0.2020,-2.4710,0.2375,-2.0876,-1.6893,0.3850,0.0262,0.1925,0.0000
12142.8710,1,0.2020,-2.4710,0.2373,-2.0911,-1.6892,0.3816,0.0258,0.1908,0.0000
12142.8877,1,0.2020,-2.4710,0.2370,-2.0948,-1.6898,0.3778,0.0261,0.1889,0.0000
12142.9044,1,0.2020,-2.4710,0.2367,-2.0979,-1.6891,0.3747,0.0256,0.1874,0.0000
12142.9211,1,0.2020,-2.4710,0.2364,-2.1012,-1.6889,0.3714,0.0252,0.1857,0.0000
12142.9378,1,0.2020,-2.4710,0.2365,-2.1045,-1.6893,0.3681,0.0245,0.1841,0.0000
12142.9544,1,0.2020,-2.4710,0.2364,-2.1077,-1.6892,0.3650,0.0241,0.1825,0.0000
12142.9710,1,0.2020,-2.4710,0.2360,-2.1108,-1.6892,0.3618,0.0241,0.1809,0.0000
12142.9877,1,0.2020,-2.4710,0.2358,-2.1138,-1.6893,0.3588,0.0241,0.1794,0.0000
12143.0043,1,0.2020,-2.4710,0.2355,-2.1168,-1.6894,0.3558,0.0244,0.1779,0.0000
12143.0210,1,0.2020,-2.4710,0.2354,-2.1183,-1.6893,0.3543,0.0240,0.1772,0.0000
12143.0377,1,0.2020,-2.4710,0.2352,-2.1223,-1.6896,0.3503,0.0239,0.1751,0.0000
12143.0543,1,0.2020,-2.4710,0.2349,-2.1250,-1.6894,0.3476,0.0238,0.1738,0.0000
12143.0710,1,0.2020,-2.4710,0.2347,-2.1276,-1.6893,0.3449,0.0234,0.1725,0.0000
12143.0877,1,0.2020,-2.4710,0.2347,-2.1301,-1.6896,0.3424,0.0233,0.1712,0.0000
12143.1043,1,0.2020,-2.4710,0.2346,-2.1327,-1.6901,0.3398,0.0232,0.1699,0.0000
12143.1210,1,0.2020,-2.4710,0.2345,-2.1354,-1.6901,0.3372,0.0229,0.1686,0.0000
12143.1377,1,0.2020,-2.4710,0.2343,-2.1380,-1.6899,0.3346,0.0224,0.1673,0.0000
12143.1544,1,0.2020,-2.4710,0.2342,-2.1407,-1.6902,0.3319,0.0221,0.1660,0.0000
12143.1711,1,0.2020,-2.4710,0.2342,-2.1435,-1.6899,0.3291,0.0212,0.1645,0.0000
12143.1877,1,0.2020,-2.4710,0.2340,-2.1465,-1.6898,0.3261,0.0207,0.1631,0.0000
12143.2044,1,0.2020,-2.4710,0.2339,-2.1493,-1.6901,0.3232,0.0206,0.1616,0.0000
12143.2211,1,0.2020,-2.4710,0.2336,-2.1521,-1.6898,0.3204,0.0202,0.1602,0.0000
12143.2377,1,0.2020,-2.4710,0.2333,-2.1549,-1.6895,0.3176,0.0200,0.1588,0.0000
12143.2544,1,0.2020,-2.4710,0.2330,-2.1576,-1.6895,0.3149,0.0201,0.1575,0.0000
12143.2710,1,0.2020,-2.4710,0.2327,-2.1603,-1.6889,0.3123,0.0197,0.1561,0.0000
12143.2877,1,0.2020,-2.4710,0.2325,-2.1627,-1.6889,0.3098,0.0196,0.1549,0.0000
12143.3044,1,0.2020,-2.4710,0.2323,-2.1653,-1.6893,0.3072,0.0198,0.1536,0.0000
12143.3212,1,0.2020,-2.4710,0.2319,-2.1678,-1.6893,0.3047,0.0201,0.1524,0.0000
12143.3377,1,0.2020,-2.4710,0.2319,-2.1701,-1.6895,0.3024,0.0196,0.1512,0.0000
12143.3544,1,0.2020,-2.4710,0.2318,-2.1726,-1.6898,0.2999,0.0195,0.1500,0.0000
12143.3710,1,0.2020,-2.4710,0.2318,-2.1750,-1.6903,0.2975,0.0192,0.1488,0.0000
12143.3877,1,0.2020,-2.4710,0.2317,-2.1773,-1.6901,0.2952,0.0187,0.1476,0.0000
12143.4044,1,0.2020,-2.4710,0.2314,-2.1798,-1.6901,0.2926,0.0185,0.1463,0.0000
12143.4212,1,0.2020,-2.4710,0.2311,-2.1823,-1.6900,0.2901,0.0187,0.1451,0.0000
12143.4378,1,0.2020,-2.4710,0.2309,-2.1849,-1.6901,0.2876,0.0186,0.1438,0.0000
12143.4544,1,0.2020,-2.4710,0.2306,-2.1874,-1.6901,0.2851,0.0188,0.1425,0.0000
12143.4710,1,0.2020,-2.4710,0.2304,-2.1899,-1.6901,0.2825,0.0185,0.1413,0.0000
12143.4877,1,0.2020,-2.4710,0.2303,-2.1924,-1.6902,0.2800,0.0183,0.1400,0.0000
12143.5043,1,0.2020,-2.4710,0.2300,-2.1949,-1.6901,0.2776,0.0183,0.1388,0.0000
12143.5211,1,0.2020,-2.4710,0.2298,-2.1971,-1.6898,0.2753,0.0179,0.1377,0.0000
12143.5377,1,0.2020,-2.4710,0.2296,-2.1991,-1.6897,0.2733,0.0175,0.1366,0.0000
12143.5543,1,0.2020,-2.4710,0.2295,-2.2013,-1.6899,0.2711,0.0175,0.1356,0.0000
12143.5710,1,0.2020,-2.4710,0.2293,-2.2033,-1.6903,0.2690,0.0178,0.1345,0.0000
12143.5877,1,0.2020,-2.4710,0.2293,-2.2053,-1.6904,0.2670,0.0174,0.1335,0.0000
12143.6044,1,0.2020,-2.4710,0.2292,-2.2073,-1.6903,0.2651,0.0167,0.1325,0.0000
12143.6210,1,0.2020,-2.4710,0.2291,-2.2094,-1.6904,0.2630,0.0162,0.1315,0.0000
12143.6377,1,0.2020,-2.4710,0.2290,-2.2116,-1.6906,0.2609,0.0160,0.1304,0.0000
12143.6543,1,0.2020,-2.4710,0.2289,-2.2136,-1.6903,0.2588,0.0155,0.1294,0.0000
12143.6710,1,0.2020,-2.4710,0.2288,-2.2157,-1.6906,0.2567,0.0151,0.1283,0.0000
12143.6878,1,0.2020,-2.4710,0.2287,-2.2179,-1.6907,0.2545,0.0150,0.1272,0.0000
12143.7046,1,0.2020,-2.4710,0.2285,-2.2201,-1.6908,0.2523,0.0148,0.1262,0.0000
12143.7212,1,0.2020,-2.4710,0.2283,-2.2223,-1.6905,0.2501,0.0145,0.1250,0.0000
12143.7378,1,0.2020,-2.4710,0.2281,-2.2244,-1.6904,0.2479,0.0140,0.1240,0.0000
12143.7544,1,0.2020,-2.4710,0.2279,-2.2266,-1.6904,0.2457,0.0138,0.1229,0.0000
12143.7710,1,0.2020,-2.4710,0.2278,-2.2288,-1.6906,0.2436,0.0139,0.1218,0.0000
12143.7877,1,0.2020,-2.4710,0.2276,-2.2309,-1.6903,0.2415,0.0135,0.1207,0.0000
12143.8044,1,0.2020,-2.4710,0.2274,-2.2328,-1.6902,0.2395,0.0132,0.1198,0.0000
12143.8211,1,0.2020,-2.4710,0.2273,-2.2347,-1.6903,0.2377,0.0129,0.1188,0.0000
12143.8377,1,0.2020,-2.4710,0.2271,-2.2365,-1.6902,0.2358,0.0127,0.1179,0.0000
12143.8544,1,0.2020,-2.4710,0.2271,-2.2383,-1.6904,0.2340,0.0120,0.1170,0.0000
12143.8710,1,0.2020,-2.4710,0.2270,-2.2401,-1.6904,0.2323,0.0119,0.1161,0.0000
12143.8877,1,0.2020,-2.4710,0.2268,-2.2418,-1.6904,0.2305,0.0117,0.1153,0.0000
12143.9045,1,0.2020,-2.4710,0.2267,-2.2437,-1.6905,0.2287,0.0114,0.1143,0.0000
12143.9211,1,0.2020,-2.4710,0.2266,-2.2455,-1.6905,0.2268,0.0110,0.1134,0.0000
12143.9377,1,0.2020,-2.4710,0.2264,-2.2473,-1.6905,0.2251,0.0109,0.1125,0.0000
12143.9544,1,0.2020,-2.4710,0.2264,-2.2490,-1.6904,0.2233,0.0100,0.1116,0.0000
12143.9711,1,0.2020,-2.4710,0.2263,-2.2508,-1.6906,0.2215,0.0098,0.1107,0.0000
12143.9876,1,0.2020,-2.4710,0.2260,-2.2527,-1.6906,0.2196,0.0101,0.1098,0.0000
12144.0043,1,0.2020,-2.4710,0.2259,-2.2546,-1.6904,0.2177,0.0094,0.1089,0.0000
12144.0210,1,0.2020,-2.4710,0.2259,-2.2563,-1.6904,0.2160,0.0087,0.1080,0.0000
12144.0377,1,0.2020,-2.4710,0.2258,-2.2582,-1.6905,0.2142,0.0083,0.1071,0.0000
12144.0544,1,0.2020,-2.4710,0.2256,-2.2600,-1.6904,0.2123,0.0081,0.1062,0.0000
12144.0710,1,0.2020,-2.4710,0.2254,-2.2619,-1.6904,0.2104,0.0082,0.1052,0.0000
12144.0877,1,0.2020,-2.4710,0.2253,-2.2637,-1.6904,0.2086,0.0075,0.1043,0.0000
12144.1044,1,0.2020,-2.4710,0.2253,-2.2646,-1.6903,0.2077,0.0071,0.1039,0.0000
12144.1211,1,0.2020,-2.4710,0.2251,-2.2670,-1.6906,0.2053,0.0070,0.1026,0.0000
12144.1377,1,0.2020,-2.4710,0.2249,-2.2686,-1.6905,0.2037,0.0071,0.1018,0.0000
12144.1544,1,0.2020,-2.4710,0.2247,-2.2700,-1.6903,0.2023,0.0068,0.1012,0.0000
12144.1710,1,0.2020,-2.4710,0.2247,-2.2716,-1.6904,0.2007,0.0065,0.1004,0.0000
12144.1877,1,0.2020,-2.4710,0.2246,-2.2731,-1.6905,0.1992,0.0058,0.0996,0.0000
12144.2045,1,0.2020,-2.4710,0.2246,-2.2747,-1.6905,0.1976,0.0050,0.0988,0.0000
12144.2211,1,0.2020,-2.4710,0.2245,-2.2762,-1.6905,0.1961,0.0046,0.0980,0.0000
12144.2377,1,0.2020,-2.4710,0.2244,-2.2780,-1.6907,0.1943,0.0041,0.0972,0.0000
12144.2544,1,0.2020,-2.4710,0.2243,-2.2797,-1.6906,0.1926,0.0035,0.0963,0.0000
12144.2710,1,0.2020,-2.4710,0.2243,-2.2814,-1.6908,0.1909,0.0030,0.0955,0.0000
12144.2877,1,0.2020,-2.4710,0.2243,-2.2830,-1.6908,0.1893,0.0021,0.0946,0.0000
12144.3043,1,0.2020,-2.4710,0.2242,-2.2847,-1.6907,0.1876,0.0014,0.0938,0.0000
12144.3211,1,0.2020,-2.4710,0.2240,-2.2863,-1.6905,0.1861,0.0009,0.0930,0.0000
12144.3377,1,0.2020,-2.4710,0.2240,-2.2877,-1.6906,0.1847,0.0005,0.0923,0.0000
12144.3544,1,0.2020,-2.4710,0.2239,-2.2890,-1.6905,0.1833,0.0001,0.0917,0.0000
12144.3710,1,0.2020,-2.4710,0.2238,-2.2903,-1.6906,0.1820,-0.0004,0.0910,0.0000
12144.3877,1,0.2020,-2.4710,0.2237,-2.2915,-1.6906,0.1808,-0.0005,0.0904,0.0000
